dico1,medianctrl7
"Transport of 1-Docosahexaenoylglycerophosphocholine",0
"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)",0
"Transport of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",0
"Transport of 1-Heptadecanoylglycerophosphocholine",0
"Transport of 1-Linoleoylglycerophosphocholine (Delta 9, 12)",0
"Transport of 1-Myristoylglycerophosphocholine",0
"Transport of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",0
"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",0
"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",0
"Transport of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0)",0
"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)",0
"Transport of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",0
"Transport of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",0
"Transport of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",0
"Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",0
"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",0
"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",0
"Transport of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24",0
"Transport of 1-Oleoylglycerophosphocholine (Delta 9)",0
"Transport of 1-Palmitoleoylglycerophosphocholine (Delta 9)",0
"Transport of 1-Stearoylglycerophosphocholine",0
"Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)",0
"Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)",0
"Transport of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe)",0
"Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)",0
"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",0
"Transport of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)",0
"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)",0
"Transport of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",0
"Transport of 2-Linoleoylglycerophosphoethanolamine",0
"Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine",0
"Transport of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",0
"Transport of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12)",0
"Transport of 1-Palmitoylglycerophosphoethanolamine",0
"Transport of 1-Oleoylglycerophosphoethanolamine (Delta 9)",0
"Transport of 1-Palmitoylglycerophosphocholine",0
"Transport of 1-Stearoylglycerophosphoethanolamine",0
"Transport of Sphingomyeline",0
"Transport of Sphingomyelin (D18:0/24:1)",0
"Transport of Sphingomyelin (D18:1/14:0)",0
"Transport of Sphingomyelin (D18:1/15:0)",0
"Transport of Sphingomyelin (D18:1/16:0)",0
"Transport of Sphingomyelin (D18:1/16:1)",0
"Transport of Sphingomyelin (D18:1/17:0)",0
"Transport of Sphingomyelin (D18:1/18:0)",0
"Transport of Sphingomyelin (D18:1/18:1)",0
"Transport of Sphingomyelin (D18:1/20:0)",0
"Transport of Sphingomyelin (D18:1/20:1)",0
"Transport of Sphingomyelin (D18:1/21:0)",0
"Transport of Sphingomyelin (D18:1/22:0)",0
"Transport of Sphingomyelin (D18:1/22:1)",0
"Transport of Sphingomyelin (D18:1/23:0)",0
"Transport of Sphingomyelin (D18:0/24:0)",0
"Transport of Sphingomyelin (D18:0/25:0)",0
"3-Amino-Isobutyrate Transport, Proton Symport",0
"1-Alkyl 2-Acylglycerol 3-Phosphocholine Transport, Vescicular",0
"Hydroxyprogesterone Transport, Antiport",0
"Extracellular Transport of Digalactosylceramidesulfate, Active Transport",4.25483563418496
"1-Alkyl 2-Acteylglycerol 3-Phosphocholine Transport, Vescicular",0
"Transport of 2-Linoleoylglycerophosphocholine, Vescicular",0
"Transport of 2-Oleoylglycerophosphocholine, Vescicular",0
"Transport of 2-Stearoylglycerophosphocholine, Vescicular",0
"Transport of 1-Arachidonoyl-Glycero-3-Phosphocholine, Vescicular",0
"Transport of 1-Docosahexaenoylglycerophosphocholine, Vescicular",0
"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14), Vescicular",0
"Transport of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17), Vescicular",0
"Transport of 1-Heptadecanoylglycerophosphocholine, Vescicular",0
"Transport of 1-Linoleoylglycerophosphocholine (Delta 9, 12), Vescicular",0
"Transport of 1-Myristoylglycerophosphocholine, Vescicular",0
"Transport of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0), Vescicular",0
"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15), Vescicular",0
"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12), Vescicular",0
"Transport of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0), Vescicular",0
"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1), Vescicular",0
"Transport of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3, Vescicular",0
"Transport of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4), Vescicular",0
"Transport of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5), Vescicular",0
"Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4), Vescicular",0
"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3, Vescicular",0
"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6, Vescicular",0
"Transport of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6), Vescicular",0
"Transport of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24, Vescicular",0
"Transport of 1-Oleoylglycerophosphocholine (Delta 9), Vescicular",0
"Transport of 1-Palmitoylglycerophosphocholine, Vescicular",0
"Transport of 1-Palmitoleoylglycerophosphocholine (Delta 9), Vescicular",0
"Transport of 1-Stearoylglycerophosphocholine, Vescicular",0
"Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe), Vescicular",0
"Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe), Vescicular",0
"Transport of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe), Vescicular",0
"Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe), Vescicular",0
"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9), Vescicular",0
"Transport of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe), Vescicular",0
"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3), Vescicular",0
"Transport of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6), Vescicular",0
"Transport of 2-Linoleoylglycerophosphoethanolamine, Vescicular",0
"Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine, Vescicular",0
"Transport of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14), Vescicular",0
"Transport of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12), Vescicular",0
"Transport of 1-Oleoylglycerophosphoethanolamine (Delta 9), Vescicular",0
"Transport of 1-Palmitoylglycerophosphoethanolamine, Vescicular",0
"Transport of 1-Stearoylglycerophosphoethanolamine, Vescicular",0
"Extracellular Transport of Sphingomyeline, Active Transport",0
"Transport of Sphingomyelin (D18:0/24:1), Active Transport",0
"Transport of Sphingomyelin (D18:1/14:0), Active Transport",0
"Transport of Sphingomyelin (D18:1/15:0), Active Transport",0
"Transport of Sphingomyelin (D18:1/16:0), Active Transport",0
"Transport of Sphingomyelin (D18:1/16:1), Active Transport",0
"Transport of Sphingomyelin (D18:1/17:0), Active",0
"Transport of Sphingomyelin (D18:1/18:0), Active",0
"Transport of Sphingomyelin (D18:1/18:1), Active",0
"Transport of Sphingomyelin (D18:1/20:0), Active",0
"Transport of Sphingomyelin (D18:1/20:1), Active",0
"Transport of Sphingomyelin (D18:1/21:0), Active",0
"Transport of Sphingomyelin (D18:1/22:0), Active Transport",0
"Transport of Sphingomyelin (D18:1/22:1), Active",0
"Transport of Sphingomyelin (D18:1/23:0), Active",0
"Transport of Sphingomyelin (D18:0/24:0), Active Transport",0
"Transport of Sphingomyelin (D18:0/25:0), Active Transport",0
"Transport of 2-Hydroxy-Glutarate, Extracellular, Antiport",0
"Transport of 2-Hydroxy-Glutarate, Extracellular",0
"Transport of Glutarate, Extracellular, Antiport",0
"Transport of Glutarate, Extracellular",0
"Hydrolysis of Trans7, 10-Hexadecadienoylcoa to 7Z, 10Z-Hexadecadienoic Acid",0
"Transport of 7Z, 10Z-Hexadecadienoic Acid into Cytosol",0
"Transport of 7Z, 10Z-Hexadecadienoic Acid into Extracellular Space",0
"Exchange of 7Z, 10Z-Hexadecadienoic Acid",0
"Hydrolysis of 7, 10, 13-Hexadecatrienoylcoa to 7, 10, 13-Hexadecatrienoic Acid",0
"Transport of 7, 10, 13-Hexadecatrienoic Acid into Cytosol",0
"Transport of 7, 10, 13-Hexadecatrienoic Acid into Extracellular Space",0
"Exchange of 7, 10, 13-Hexadecatrienoic Acid",0
"Dehydrogenation of Heptadecanoyl Coa",0
"Hydrolysis of Heptadecenoyl Coa",0
"Transport of Trans-Delta-2-Heptadecanoic Acid, Mitochondrial",0
"Transport of Trans-Delta-2-Heptadecanoic Acid, Extracellular",0
"Exchange of Trans-Delta-2-Heptadecanoic Acid",0
"Hydrolysis of Trans, Cis, Cis-2, 11, 14-Eicosatrienoyl Coenzyme A to Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",0.090788152779543
"Transport of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",0.0907881527798137
"Exchange of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",0.0907881527801772
"Hydrolysis of 5, 8, 11, 14, 17-Eicosapentenoylcoa to 5, 8, 11, 14, 17-Eicosapentenoic Acid",0
"Transport of 5, 8, 11, 14, 17-Eicosapentenoic Acid, Mitochondrial",0
"Transport of 5, 8, 11, 14, 17-Eicosapentenoic Acid, Extracellular Space",0
"Exchange of 5, 8, 11, 14, 17-Eicosapentenoic Acid",0
"Transport of Trans-4-Coumarate, Extracellular",0
"Transport of Agmatinium into Extracellular Space",0
"Transport of Androst-4-Ene-3, 17-Dione, Extracellular",0
"Transport of 16Alpha-Hydroxydehydroepiandrosterone, Extracellular",0
"Transport of 3Alpha-Hydroxy-5Beta-Androstan-17-One, Extracellular",0
"Transport of 5Alpha-Androstane-3, 17-Dione, Extracellular",0
"Transport of 5Alpha-Androstane-3Alpha, 17Beta-Diol, Extracellular",0
"Transport of 2-Hydroxyestradiol-17Beta, Extracellular",0
"Transport of 2-Methoxyestrone, Extracellular",0
"Transport of 2-Methoxyestradiol-17Beta, Extracellular",0
"Transport of 21-Hydroxyallopregnanolone, Extracellular",0
"Transport of 11-Deoxycortisol, Extracellular",0
"Transport of 11-Deoxycorticosterone, Extracellular",0
"Transport of Pregnenolone, Extracellular",0
"Transport of Allopregnanolone, Extracellular",0
"Transport of 17Alpha-Hydroxyprogesterone, Extracellular",0
"Transport of 17Alpha-Hydroxypregnenolone, Extracellular",0
"Transport of 5Alpha-Pregnane-3, 20-Dione, Extracellular",0
"Transport of Pregnenolone Sulfate, Extracellular",0
"Transport of 17Alpha-Hydroxypregnenolone Sulfate, Extracellular",0
"Facilitated Diffusion via Aquaporin into Extracellular Space",0
"Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space",0.57676932342529
"S-Adenosyl-L-Methionine:Histamine N-Tele-Methyltransferase, Extracellular",0
"Transport (ATP-Dependent) into Extracellular Space",0
"Transport by Glut-5 Transporter into Extracellular Space",0
"2-Hydroxyphenylacetate Proton Symport, Cytosol",0
"N (8)-Acetylspermidinium Transport, Cytosol",0
"Facilitated Diffusion Through Uniport Oct1 into Extracellular Space",0
"Facilitated Diffusion Through Uniport Oct2 into Extracellular Space",0
"Facilitated Diffusion Through Uniport Oct2 into Extracellular Space",0
"Transport by Monocarboxylate Transporter-2 into Extracellular Space",0
"Transport by ABCg2 into Extracellular Space",0
"Transport by Pcet into Extracellular Space",0
"Tyraminium Proton Symport, Cytosol",0
"Tryptaminium Transport, Cytosol",0
"Transport by Pmat Transporter into Extracellular Space",0
"Transport in via Sodium Symport into Extracellular Space",0
"Transport (ATP-Dependent) into Extracellular Space",0
"Transport (ATP-Dependent) into Extracellular Space",0
"Transport (ATP-Dependent) into Extracellular Space",0.139716430167294
"Transport (ATP-Dependent) into Extracellular Space",0
"Transport (ATP-Dependent) into Extracellular Space",0
"Transport by OATP1B Carriers into Extracellular Space",0
"Transport by OATP1B Carriers into Extracellular Space",0
"Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space",0
"Transport by Folr into Extracellular Space",0
"Transport by Ent1/Ent2 into Extracellular Space",0
"Export Mediated by ATP Binding Cassette (ABC) Transporters",0
"Transport via Proton Antiport (Ammonium Transporter Rh Type C Or Type B) into Extracellular Space",0
"Putrescine Export via Putrescine/Arginine Exchanger",0
"Transport by Rfc into Extracellular Space",0
"Tyraminium Transport, Cytosol",0
"Facilitated Diffusion Through Uniport Octs Transporters into Extracellular Space",0
"Uptake via Octn2 Transporter into Extracellular Space",0
"Transport by ABCa11 into Extracellular Space",0
"Transport by Y+Lat-2 into Extracellular Space",0
"Transport by Oat1/Oat3 into Extracellular Space",0
" (3, 4-Dihydroxyphenyl)Acetate (Dopac) Transport, Cytosol",0
"3, 4-Dihydroxymandelate Transport, Cytosol",0
"5-Methoxytryptophol Transport, Cytosol",0
"Transport As Vitamin D",0
"Transport of Isobutyrylglycine into Cytosol",0
"Transport of Isobutyrylglycine into Extracellular Space",0
"Exchange of Isobutyrylglycine",0
"Transport of N-Acetyl-L-Cysteine into Cytosol",0
"Transport of N-Acetyl-L-Cysteine into Extracellular Space",0
"Exchange of N-Acetyl-L-Cysteine",0
"Transport of Agmatinium into Cytosol",0
"Exchange of Agmatinium",0
"Transport of Trans-4-Coumarate, Mitochondrial",0
"Exchange of Trans-4-Coumarate",0
"Transport of 4-Hydroxybenzoate, Mitochondrial",0
"Transport of 4-Hydroxybenzoate, Extracellular Space",0
"Transport of Succinic Semialdehyde, Mitochondrial",0
"Transport of Succinic Semialdehyde, Extracellular Space",0
"Exchange of Succinic Semialdehyde",0
"Transport of 15(R)-HEPE, Endoplasmatic Reticulum, Active Transport",0
"Transport of 15(R)-HEPE, Extracellular Space, Active Transport",0
"Exchange of 15(R)-HEPE",0
"Transport of Succinic Semialdehyde, Mitochondrial",0
"Transport of Succinic Semialdehyde, Extracellular Space",0
"Exchange of Succinic Semialdehyde",0
"Transport of 12 Hydroxy Arachidonic Acid, Endoplasmatic Reticulum, Active Transport",0
"Transport of 12 Hydroxy Arachidonic Acid, Extracellular Space, Active Transport",0
"Exchange of 12 Hydroxy Arachidonic Acid",0
"Transport of 18 Hydroxy Arachidonic Acid, Endoplasmatic Reticulum, Active Transport",0
"Transport of 18 Hydroxy Arachidonic Acid, Extracellular Space, Active Transport",0
"Exchange of 18 Hydroxy Arachidonic Acid",0
"Transport of Squalene, Endoplasmatic Reticulum, within Chylomicron",0
"Transport of Squalene, Extracellular Space, within Chylomicron",0
"Exchange of Squalene",0
"Transport of Ornithine, Peroxisomal",0
"Transport of Ornithine, Extracellular Space",0
"Exchange of Ornithine",0
"Transport of 5-Guanidino-2-Oxopentanoic Acid, Peroxisomal",0
"Transport of 5-Guanidino-2-Oxopentanoic Acid, Extracellular",0
"Exchange of 5-Guanidino-2-Oxopentanoic Acid",0
"Exchange of Androst-4-Ene-3, 17-Dione",0
"Transport of 3Beta-Hydroxyandrost-5-En-17-One",0
"Exchange of 3Beta-Hydroxyandrost-5-En-17-One",0
"Transport of 16Alpha-Hydroxydehydroepiandrosterone, Endoplasmatic Reticulum",0
"Exchange of 16Alpha-Hydroxydehydroepiandrosterone",0
"Transport of 3Alpha-Hydroxy-5Beta-Androstan-17-One, Endoplasmatic Reticulum",0
"Exchange of 3Alpha-Hydroxy-5Beta-Androstan-17-One",0
"Transport of 5Alpha-Androstane-3, 17-Dione, Endoplasmatic Reticulum",0
"Exchange of 5Alpha-Androstane-3, 17-Dione",0
"Exchange of 5Alpha-Androstane-3Alpha, 17Beta-Diol",0
"Transport of Estrone, Extracellular",0
"Exchange of Estrone",0
"Transport of 2-Hydroxyestrone, Extracellular",0
"Exchange of 2-Hydroxyestrone",0
"Exchange of 2-Hydroxyestradiol-17Beta",0
"Exchange of 2-Methoxyestrone",0
"Exchange of 2-Methoxyestradiol-17Beta",0
"Exchange of 21-Hydroxyallopregnanolone",0
"Exchange of 11-Deoxycortisol",0
"Exchange of 11-Deoxycorticosterone",0
"Exchange of Pregnenolone",0
"Exchange of Allopregnanolone",0
"Exchange of 17Alpha-Hydroxyprogesterone",0
"Exchange of 17Alpha-Hydroxypregnenolone",0
"Exchange of 5Alpha-Pregnane-3, 20-Dione",0
"Transport of Cholesterol-Ester-Palm, Endoplasmatic Reticulum, within Lipoproteins",0.226964316629957
"Transport of Cholesterol-Ester-Palm, Extracellular Space, within Lipoproteins",0.226964316629118
"Exchange of Cholesterol-Ester-Palm",0.226964316630605
"Exchange of Pregnenolone Sulfate",0
"Exchange of 17Alpha-Hydroxypregnenolone Sulfate",0
"Transport of (24S)-24-Hydroxycholesterol, Endoplasmatic Reticulum, within Lipoproteins",0
"Transport of (24S)-24-Hydroxycholesterol, Extracellular Space, within Lipoproteins",0
"Exchange of (24S)-24-Hydroxycholesterol",0
"Transport of 26-Hydroxycholesterol, Extracellular Space, within Lipoproteins",0
"Exchange of 26-Hydroxycholesterol",0
"Transport of 25-Hydroxycholesterol, Endoplasmatic Reticulum, within Lipoproteins",4.29359140604475
"Transport of 25-Hydroxycholesterol, Extracellular Space, within Lipoproteins",4.29359140604338
"Exchange of 25-Hydroxycholesterol",4.29359140604336
"Transport of Desmosterol, Endoplasmatic Reticulum, within Lipoproteins",0
"Transport of Desmosterol, Extracellular Space, within Lipoproteins",0
"Exchange of Desmosterol",0
"Transport of Cholesterol Sulfate, Extracellular Space, within Lipoproteins",0
"Exchange of Cholesterol Sulfate",0
"Transport of 3-Iodo-L-Tyrosine",0
"Exchange of 3-Iodo-L-Tyrosine",0
"Transport of 3, 5-Diiodo-L-Tyrosine",0
"Exchange of 3, 5-Diiodo-L-Tyrosine",0
"Transport of 13-Cis-Retinoate",0
"Exchange of 13-Cis-Retinoate",0
"Transport of 9-Cis-Retinoate",0
"Exchange of 9-Cis-Retinoate",0
"Formation of IDL",0
"Degradation of IDL",0
"Formation of LDL",0
"Degradation of LDL",0
"Formation of HDL",0
"Degradation of HDL",7.08813036069508
"Formation of Myelin Sheath",1.99375483082032
"Demand of Myelin Sheat",1.99375483082053
"2, 5-Dihydroxybenzoate Diffusion, Cytosol",0
"Exchange of 2,5-Dihydroxybenzoate",0
"Exchange of 3,4-Dihydroxymandelate",0
"Formyl-N-Acetyl-5-Methoxykynurenamine Diffusion, Cytosol",0
"Exchange of Formyl-N-Acetyl-5-Methoxykynurenamine",0
"Peroxynitrite Diffusion, Cytosol",0
"Exchange of Peroxynitrite",0
"Exchange of 18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid",0
"Exchange of (+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid",0
"Exchange of 5,15-Dihydroxyeicosatetraenoic Acid",0.139716430166869
"Exchange of 15-Deoxy-Prostaglandin J2",0
"Exchange of 11-Dehydrothromboxane B2",0
"Exchange of 4-Hydroxy-2-Nonenal",0
"Transport of HomocysteineThiolactone ",0
"Exchange of Homocysteine Thiolactone",0
"Transport (ATP-Dependent) into Extracellular Space",0
"Exchange of Gamma-L-Glutamyl-L-Cysteine",0
"Exchange of N(8)-Acetylspermidine",0
"Exchange of 5-Methoxytryptophol",0
"Melatonin Diffusion, Cytosol",0
"Exchange of Melatonine",0
"6-Hydroxymelatonin Diffusion, Cytosol",0
"Exchange of 6-Hydroxymelatonin",0
"Exchange of Tryptamine",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of Picolinic Acid",0
"Exchange of N-Methylsalsolinol",0
"Exchange of (-)-Salsolinol",0
"Passive Diffusion into Extracellular Space",0
"Exchange of Coproporphyrin I",0.576769323424582
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of Uroporphyrin I",0
"Passive Diffusion into Extracellular Space",0
"Exchange of Coproporphyrin Iii",0
"Exchange of N(Tele)-Methylhistaminium",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of Porphobilinogen",0
"Exchange of Trimethylenediaminium",0
"Exchange of Methylammonium",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of (R)-Propane-1,2-Diol",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of S-Adenosylmethioninamine",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of L-Xylulose",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of Xylu_D",0
"Assumed Passive Diffusion into Extracellular Space",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of Malonic Dialdehyde",0
"Passive Diffusion into Extracellular Space",0.817820983044339
"Exchange of Sphingosine",0.817820983044752
"Passive Diffusion into Extracellular Space",0
"Exchange of Trans-Hexadec-2-Enoyl Carnitine",0
"Assumed Passive Diffusion into Extracellular Space",-3.5649567750363
"Exchange of Imidazol-4-Ylacetate",3.56495677503637
"Exchange of 5-Hydroxytryptophol",0
"Exchange of 5,10-Methylenetetrahydrofolate",0
"Exchange of Protoporphyrin",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of Ammonioacetone",0
"Exchange of Quinonoid Dihydrobiopterin",0
"Passive Diffusion into Extracellular Space",0
"Exchange of Sphinganine",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of N(1)-Acetylspermidine",0
"Assumed Passive Diffusion into Extracellular Space",0
"Exchange of Calcitriol",0
"Transport (ATP-Dependent) into Extracellular Space",0
"Exchange of Pristanic Acid",0
"Transport (ATP-Dependent) into Extracellular Space",0
"Exchange of 12,13-Hydroxyoctadec-9(Z)-Enoate",0
"Transport (ATP-Dependent) into Extracellular Space",0
"Exchange of 9,10-Hydroxyoctadec-12(Z)-Enoate",0
"Transport of Lanosterol",0
"Transport to Extracellular Space",0
"Exchange of D-Fructose 1,6-Bisphosphate",0
"Exchange of Cocaine",0
"Transport of Cocaine",0
"Transport of Cocaine, Endoplasmic Reticulum",0
"Exchange of 5-Amino-2-Oxopentanoic Acid",0
"Transport of 5-Amino-2-Oxopentanoic Acid, Extracellular",0
"Transport of 5-Amino-2-Oxopentanoic Acid, Peroxisome",0
"Transport of D-Arginine, Peroxisome",0
"Transport of D-Arginine, Extracellular",0
"Exchange of D-Arginine",0
"Transport of Lanosterol, Endoplasmic Reticulum",0
"Exchange of IDL_Hs",0
"Exchange of LDL_Hs",0
"Exchange of HDL_Hs",-7.08813036069654
"Exchange of ApoB100",0
"Exchange of Apo C1",7.08813036069489
"Exchange of Apo C2",7.08813036069489
"Exchange of Apo C3",7.0881303606951
"Exchange of Apo E",7.08813036069535
"Dopamine 4-O-Sulfotransferase",0
"Dopamine 4-O-Glucuronidation",0
"Dopamine 3-O-Glucuronidation",0
"Tyrosinase: Dopamine Oxidation",0
"3, 4-Dihydroxyphenylethanol:NADP+ Reductase",3.19769692330443
"Dopamine 4-0-Sulfate Transport (Diffusion)",0
"Exchange of Dopamine 4-O-Sulfate ",0
"Dopamine 4-O-Glucuronide Transport",0
"Exchange of Dopamine 4-O-Glucuronide ",0
"Dopamine 3-O-Glucuronide Transport",0
"Exchange of Dopamine 3-O-Glucuronide ",0
"L-Dopachrome Decarboxylation",0
"Transport of 5-S-Glutathionyl-L-Dopa",0
"Gamma-Glutamyltransferase",0
"Cysteinylglycine Dipeptidase",0
"Transport of 5-S-Cysteinyldopa",0
"Dopamine-O-Quinone Oxidase",5.20179777612505
"Dopamine O-Quinone Cyclization",0
"Dopamine-O-Quinone Cysteine Addition",0
"Leukoaminochrome Autoxidation",42.2040127843061
"Dt-Diaphorase: NADP Quinone Oxireductase",26.7257476185053
"Dt-Diaphorase: NAD Quinone Oxireductase",14.7411865226524
"2, 3-Dihydro-1H-Indole-5, 6-Dione Tautomerization",0
"2, 3-Dihydro-1H-Indole-5, 6-Dione Glutathione Conjugation",0
"Tyrosinase: 5, 6-Dihydroxyindole Oxygen Oxidoreductase",0
"Transport of 4-S-Glutathionyl-5, 6-Dihydroxyindoline",0
"Exchange of 4-S-Glutathionyl-5, 6-Dihydroxyindoline ",0
"Transport of 5-S-Cysteinyldopamine",0
"Exchange of 5-S-Cysteinyldopamine ",0
"Transport of 5-S-Glutathionyl-Dopamine",0
"Exchange of 5-S-Glutathionyl-Dopamine ",0
"Transport of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",0
"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",0
"Transport of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",0
"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",0
"Alkaline Ceramidase 1 (Acer1) Or Alkaline Ceramidase 3 (Acer3)",0
"Alkaline Ceramidase 1 (Acer1) Or Alkaline Ceramidase 3 (Acer3)",0
"Alkaline Ceramidase 2 (Acer2) Or Alkaline Ceramidase 3 (Acer3)",0
"Alkaline Ceramidase 2 (Acer2) Or Alkaline Ceramidase 3 (Acer3)",0
"Alkaline Ceramidase 3 (Acer3) Or Alkaline Ceramidase 2 (Acer2)",0
"Alkaline Ceramidase 3 (Acer3)",0
"Beta-Galactosidase, Plasma Membrane",1.45448575923091
"Beta-Galactosidase, Lysosomal",0
"Beta-Galactosidase, Lysosomal",0
"Beta-Galactosidase, Lysosomal",1.25617762598907
"Ceramide Diffusion",0
"Sphingolipid C-4 Hydroxylase (Des2)",0
"Exchange/Demand Reaction",0
"Exchange/Demand Reaction",0
"Exchange/Demand Reaction",0
"Ganglioside Ga1 (Asialo Gm1) Endocytosis",0
"Lactosylceramide Endocytosis",0
"Lactosylceramide Endocytosis",0
"Beta-Glucosidase, Plasma Membrane (Gba2)",0
"Ganglioside Gd3 Endocytosis",0
"Ganglioside Gd3 Endocytosis",0
"Alpha-Galactosidase, Lysosomal",0
"Vesicle Transport of Glucosylceramide from Golgi to Extracellular",0
"Endocytosis of Glucosylceramide",0
"Endocytosis of Glucosylceramide",0
"Ganglioside Gm1 Endocytosis",0
"Ganglioside Gm1 Endocytosis",0
"Ganglioside Gm2 Endocytosis",0
"Ganglioside Gm2 Endocytosis",0
"Hexosaminidase A, Lysosomal",0
